scenario,t,b,p_marg,dp,p_bs,dp_bs,has_boundary,t_star_prob,b_star_prob,t_star_bs,b_star_bs,t_star_bs_jump,b_star_bs_jump,p_star_bs_jump,t_star_drop,b_star_drop,p_star_drop
B_call,0.011538461538461539,132.8121281872583,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.015384615384615385,132.81007394200057,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.019230769230769232,132.80792826287154,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.023076923076923078,132.8056833481473,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.026923076923076925,132.80333039858303,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.03076923076923077,132.80085944818384,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.03461538461538462,132.79825916069635,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.038461538461538464,132.79551658499312,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.04230769230769231,132.79261686237984,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.046153846153846156,132.78954288077875,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.05,132.7862748776332,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.05384615384615385,132.78279001332484,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.05769230769230769,132.77906199020742,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.06153846153846154,132.77506093473326,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.06538461538461539,132.77075416177297,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.06923076923076923,132.76610968641728,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.07307692307692308,132.76110890258252,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
B_call,0.07692307692307693,132.75579752985388,0.0,0.0,0.0,0.0,True,0.1,102.03279308175702,0.25,100.20797086199737,0.1,102.03279308175702,0.0760169685395089,0.1,102.03279308175702,0.0760169685395089
