scenario,t,b,p_marg,dp,p_bs,dp_bs,has_boundary,t_star_prob,b_star_prob,t_star_bs,b_star_bs,t_star_drop,b_star_drop,p_star_drop
A_put,0.48828125,77.50264731437645,2.5355269006321956e-06,1.3535226953132003e-07,1.0,0.0,True,0.49609375,77.57844941512013,0.00390625,76.78031343896545,0.00390625,76.78031343896545,1.0
A_put,0.4921875,77.53689727974374,2.6887698742761363e-06,1.532429736439407e-07,0.9999999999999999,0.0,True,0.49609375,77.57844941512013,0.00390625,76.78031343896545,0.00390625,76.78031343896545,1.0
A_put,0.49609375,77.57844941512013,2.865487691017247e-06,1.7671781674111082e-07,0.9999999999999998,0.0,True,0.49609375,77.57844941512013,0.00390625,76.78031343896545,0.00390625,76.78031343896545,1.0
B_put,0.0,71.52194858394226,0.0,0.0,0.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.0038461538461538464,71.52025466678757,0.0,0.0,1.0,1.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.007692307692307693,71.51855784945622,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.011538461538461539,71.51685617420614,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.015384615384615385,71.51514705963389,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.019230769230769232,71.51342681118713,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.023076923076923078,71.5116895624866,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.026923076923076925,71.5099246327674,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.03076923076923077,71.50810798304829,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
