scenario,t,b,p_marg,p_bs,has_boundary,t_star_prob,b_star_prob,t_star_bs_jump,b_star_bs_jump,p_star_bs_jump
A_call,0.0,115.44415705283838,0.0,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.001953125,115.43045475397842,0.0,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.00390625,115.41514469874566,7.105427357601002e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.005859375,115.39814806088535,5.551115123125783e-16,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.0078125,115.37961993102138,0.0,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.009765625,115.36051657810538,3.552713678800501e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.01171875,115.34360137320922,4.107825191113079e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.013671875,115.33043473010345,0.0,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.015625,115.31566316732761,4.3298697960381105e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.017578125,115.2991465832761,3.1086244689504383e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.01953125,115.28087923490578,9.992007221626409e-16,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.021484375,115.26128331131298,0.0,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.0234375,115.2423575756076,0.0,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.025390625,115.22818253533848,2.220446049250313e-16,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.02734375,115.21389333487238,0.0,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.029296875,115.19786557748505,3.552713678800501e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.03125,115.18002791758562,1.1102230246251565e-16,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.033203125,115.1606204100233,1.2212453270876722e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.03515625,115.14101321144499,5.329070518200751e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.037109375,115.12466051169736,1.9984014443252818e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.0390625,115.11084515923561,4.440892098500626e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.041015625,115.0953253763989,3.1086244689504383e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.04296875,115.07798243961845,2.220446049250313e-16,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.044921875,115.05890689827055,2.7755575615628914e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.046875,115.03890366082864,0.0,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.048828125,115.02070103079419,0.0,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.05078125,115.00712637477743,0.0,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.052734375,114.99184186468081,0.0,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.0546875,114.97469527616389,2.1094237467877974e-15,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.056640625,114.95568849534956,0.0,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.05859375,114.93532001362941,6.661338147750939e-16,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.060546875,114.91593481701057,4.440892098500626e-16,0.0,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.0625,114.90189144644707,1.9984014443252818e-15,1.1102230246251565e-16,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.064453125,114.88647984782463,0.0,3.3306690738754696e-16,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.06640625,114.86912824925297,2.3314683517128287e-15,9.992007221626409e-16,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.068359375,114.84981268053019,3.885780586188048e-15,2.7200464103316335e-15,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.0703125,114.82900311929,3.885780586188048e-15,6.938893903907228e-15,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.072265625,114.80902477524148,2.886579864025407e-15,1.6819878823071122e-14,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.07421875,114.79449583296643,4.773959005888173e-15,3.8191672047105385e-14,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.076171875,114.77885753655889,8.43769498715119e-15,8.343326030058051e-14,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.078125,114.7612205606152,8.548717289613705e-15,1.766364832178624e-13,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.080078125,114.74156111707032,1.176836406102666e-14,3.6309844020365745e-13,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.08203125,114.72038089276226,1.3322676295501878e-14,7.248646127777647e-13,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.083984375,114.70016487542183,1.887379141862766e-14,1.3973822099444533e-12,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.0859375,114.68593707471828,2.3314683517128287e-14,2.5673352332944432e-12,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.087890625,114.67009341933398,2.6978419498391304e-14,4.614586490703232e-12,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.08984375,114.65223558591116,3.5638159090467525e-14,8.135714324453147e-12,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.091796875,114.63237512358944,4.3520742565306136e-14,1.4085843602629211e-11,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.09375,114.61115183256386,5.218048215738236e-14,2.3932800186088343e-11,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.095703125,114.59125462774809,6.45039577307216e-14,3.9654723948956416e-11,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.09765625,114.57683157180786,7.904787935331115e-14,6.34544083943922e-11,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
A_call,0.099609375,114.56049114075235,9.847678228425139e-14,1.0021072860411095e-10,True,0.498046875,107.44047479333439,0.498046875,107.44047479333439,0.06384126788987082
