time,cos_euro_standalone,cos_euro_from_rollback,fdm_euro,cos_american,fdm_american,lsmc_american_train,lsmc_american_refit,lsmc_cont_train_at_S0,lsmc_cont_refit_at_S0
0.754,5.180697320531742,5.180697320531742,5.173578012088345,5.353096919924061,5.173578012088345,3.9741686981035205,3.661666909701232,,
0.755,5.169707150470357,5.169707150470357,5.162585977768904,5.341534644848648,5.162585977768904,4.105764482255323,4.237850149892972,,
0.756,5.158696258791607,5.158696258791607,5.15157318344024,5.3299519880740895,5.15157318344024,4.017126174052442,3.38488200546941,,
0.757,5.147664518672164,5.147664518672164,5.140539501833435,5.318348824584734,5.140539501833435,3.485115923236868,4.214222708842252,,
0.758,5.13661180198317,5.13661180198317,5.12948480436779,5.306725028074762,5.12948480436779,3.5463391994357387,4.133026429629361,,
0.759,5.1255379792723526,5.1255379792723526,5.118408961131987,5.295080470986067,5.118408961131987,3.4904223989516576,4.075810781001403,,
0.76,5.114442919744565,5.114442919744565,5.107311840864711,5.283415024441097,5.107311840864711,3.6840330689709146,3.6733998943397577,,
0.775,4.945375319922532,4.945375319922532,4.938208164135731,5.105834646688069,4.938208164135731,3.6383630491826437,4.791783665583705,,
0.8,4.651534809794343,4.651534809794343,4.64428193292391,4.798000593415045,4.64428193292391,4.166049900935533,3.3770091916941793,,
0.8250000000000001,4.3400753430537105,4.3400753430537105,4.33269395980258,4.472826830362391,4.33269395980258,3.3717951157202486,3.3065217975176413,,
0.8500000000000001,4.007074741617332,4.007074741617332,3.9995029716831803,4.126446368555601,3.9995029716831803,2.7736180911328576,3.1880004334677814,,
0.875,3.6468877167221967,3.6468877167221967,3.6390311664540134,3.7532924633797373,3.6390311664540134,2.726662971279515,2.5281813937817468,,
0.9,3.250852039135421,3.250852039135421,3.24255562258704,3.3451573066947318,3.24255562258704,2.295102069443341,2.4462016485831226,,
0.925,2.80438951223938,2.80438951223938,2.795368554900313,2.887324217511672,2.795368554900313,2.04789134229518,2.498356157678126,,
0.9500000000000001,2.2790819253156744,2.2790819253156744,2.268707547821682,2.3516990409305736,2.268707547821682,2.0528979001923093,1.907320176875777,,
0.9750000000000001,1.6015809003187513,1.6015809003187513,1.5878058286195174,1.6661514409372522,1.5878058286195174,1.4675138581708769,1.3698196392690625,,
1.0,0.0,3.326994531448422e-08,0.0,0.20553968926615274,0.0,0.0,0.0,0.0,0.0
