scenario,t,b,p_bs,p_marg,t_star_prob,b_star_prob,t_star_bs_jump,b_star_bs_jump,p_star_bs_jump
B_call,0.27941176470588236,120.63343631151712,8.604228440844963e-15,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.28137254901960784,120.62217510285113,1.0880185641326534e-14,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.2833333333333333,120.60945193881378,1.3822276656583199e-14,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.2852941176470588,120.59495111676138,1.7486012637846216e-14,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.2872549019607843,120.57846099549468,2.225997164373439e-14,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.2892156862745098,120.56026664593601,2.8310687127941492e-14,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.29117647058823526,120.54179248335103,3.5915714846623814e-14,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.2931372549019608,120.52595392201484,4.5130565951012613e-14,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.2950980392156863,120.51245304395792,5.6288307348495437e-14,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.29705882352941176,120.4982648647243,7.005507285384738e-14,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.29901960784313725,120.48372299451965,8.698597397938101e-14,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.30098039215686273,120.46910820678505,1.078026556911027e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3029411764705882,120.45460056309133,1.3317125180378753e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3049019607843137,120.44028742910092,1.6397994073713562e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3068627450980392,120.42619735072188,2.0133894551577214e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3088235294117647,120.4123368331118,2.4635848916432224e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3107843137254902,120.39872553000839,3.0059288391726113e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3127450980392157,120.38543871343896,3.655409308578328e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.31470588235294117,120.37267993518248,4.4297898682543746e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.31666666666666665,120.36094368185628,5.344058529033191e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.31862745098039214,120.35147954240506,6.402101071500965e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3205882352941176,120.34264470705722,7.642775301519578e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3225490196078431,120.33297635411388,9.119371924271036e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3245098039215686,120.32223600777722,1.0882961198888097e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.32647058823529407,120.31006438656274,1.2997380949286708e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3284313725490196,120.29588242934867,1.5553114351973818e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3303921568627451,120.27867068946199,1.8685608615953697e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3323529411764706,120.25643438461802,2.262634524186069e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.33431372549019606,120.22530081859249,2.7822744108618735e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.33627450980392154,120.18721919559978,3.4600100562443004e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.338235294117647,120.14535178878499,4.323597035948978e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.34019607843137256,120.11092617382498,5.311140416353055e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.34215686274509804,120.0818237322686,6.4420135892362396e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.34411764705882353,120.05558718931532,7.7536310705284e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.346078431372549,120.0319404739387,9.266698519638794e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3480392156862745,120.01583525908562,1.0895950808276211e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.35,100.32098921558409,0.23195295698748497,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3519480519480519,121.009124634673,1.8424151093654473e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3538961038961039,121.0029238411279,2.1671553440683056e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3558441558441558,120.99633381401047,2.5462965069777965e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3577922077922078,120.98929746268807,2.9887203822909214e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3597402597402597,120.98174658220893,3.506639423278557e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.36168831168831167,120.97360016292781,4.1111558601869547e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3636363636363636,120.96476363481592,4.818923038385492e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.36558441558441557,120.9551309624377,5.647149414755859e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3675324675324675,120.94459374315697,6.618594561302871e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.36948051948051946,120.93306530300703,7.759348719105219e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3714285714285714,120.92053199874692,9.098277686803158e-13,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.37337662337662336,120.90714107183364,1.0668688155135442e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3753246753246753,120.89330916882574,1.2500001034254637e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.37727272727272726,120.87979696271196,1.461275545011631e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3792207792207792,120.86774662079866,1.7008616737257398e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.38116883116883116,120.85900982388077,1.9645951532254458e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3831168831168831,120.84992086278397,2.267352972040726e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.38506493506493505,120.84047625108924,2.614686245294706e-12,nan,,,0.1,100.39805668695807,0.411600752478027
