Y,T,q,ref,eu,abs_err,rel_err
1.5,5.0,0.05,66.474333,67.08067106969276,0.6063380696927538,0.009121386290446176
1.98,0.1,0.05,86.826264,92.34115675493314,5.514892754933143,0.06351641198028679
