div_std,K,iv_option,mc_price,mc_se,mc_call,mc_put,mc_call_se,mc_put_se,cos_price,cos_call,cos_put,abs_diff,iv_det_gbm_from_mc,iv_det_gbm_from_cos
0.0,104.31640437139332,C,0.23610713095176353,0.0010415262155814772,0.23610713095176353,7.550198057315974,0.0010415262155814772,0.004858988333291748,0.23639742249159856,0.23639742249159856,7.552801793884903,0.00029029153983503586,0.09996809679542493,0.1000000000000067
0.0,105.31706359528947,C,0.16139565317295132,0.0008489972418056149,0.16139565317295132,8.47614580343326,0.0008489972418056149,0.004980264452784325,0.16148348902624743,0.16148348902624743,8.478547084315712,8.783585329610877e-05,0.09998770770789338,0.10000000000000053
0.0,106.31772281918562,C,0.10809563735772315,0.0006845381410328206,0.10809563735772315,9.423505011514624,0.0006845381410328206,0.005074838439239115,0.10816097337539182,0.10816097337539182,9.425883792560999,6.533601766867125e-05,0.09998802807996202,0.10000000000000293
0.0,107.31838204308177,C,0.07100998402453888,0.0005462000349323224,0.07100998402453888,10.387078582077445,0.0005462000349323224,0.00514648916517269,0.07104242728345524,0.07104242728345524,10.389424470365219,3.244325891635369e-05,0.09999200483770786,0.09999999999999566
0.0,108.31904126697793,C,0.04581203039153074,0.0004313323980834941,0.04581203039153074,11.362539852340928,0.0004313323980834941,0.005199300773001423,0.04576530560859351,0.04576530560859351,11.364806572586529,4.6724782937233866e-05,0.10001588875435821,0.09999999999997318
0.0,109.31970049087408,C,0.0289893669767805,0.0003370427423375416,0.0289893669767805,12.346376412821897,0.0003370427423375416,0.0052374071304044385,0.028920717608772257,0.028920717608772257,12.348621208482852,6.864936800824242e-05,0.10003303898715693,0.10000000000000357
0.0,110.32035971477023,C,0.01793918199838326,0.00026066466169655575,0.01793918199838326,13.335985451739212,0.00026066466169655575,0.005264355550712512,0.017932143656209546,0.017932143656209546,13.338291858426446,7.038342173713852e-06,0.10000491915925978,0.10000000000003291
0.0,111.32101893866638,C,0.010865309247057501,0.00019966507503393956,0.010865309247057501,14.32957080288417,0.00019966507503393956,0.005282859297677162,0.010912227916834705,0.010912227916834705,14.331931166583235,4.6918669777204144e-05,0.09995117532617419,0.09999999999971279
0.0,112.32167816256253,C,0.006459648227369074,0.00015151928113524738,0.006459648227369074,15.325824365761408,0.00015151928113524738,0.005295177248212487,0.006518829968946817,0.006518829968946817,15.328196992531483,5.9181741577742954e-05,0.09990613112719177,0.09999999999946563
0.0,113.32233738645868,C,0.003766381157889031,0.00011389339948265407,0.003766381157889031,16.323790322587353,0.00011389339948265407,0.005303199429300531,0.003824065905599685,0.003824065905599685,16.326161452364275,5.768474771065393e-05,0.09985727361830508,0.09999999999999944
0.0,114.32299661035483,C,0.0021564819313190774,8.48373454756448e-05,0.0021564819313190774,17.32283964725682,8.48373454756448e-05,0.005308290592802777,0.002203489985806336,0.002203489985806336,17.32520010034064,4.700805448725875e-05,0.09981449152730623,0.0999999999999563
2.0,82.30190144567798,P,14.699317103960324,0.005669848299576735,14.699317103960324,0.0038328989489873917,0.005669848299576735,9.982324336349141e-05,14.701975350035369,14.701975350035369,0.0038767957133270196,0.0026582460750450565,0.10673300358788644,0.10684934160543097
2.0,83.30256066957413,P,13.702459279698429,0.005660352513489938,13.702459279698429,0.007634298583400222,0.005660352513489938,0.0001449772735412043,13.705108474083366,13.705108474083366,0.007669143657465463,0.002649194384936493,0.1067969665264885,0.10684934160545632
2.0,84.30321989347028,P,12.708646442688417,0.005644414215632396,12.708646442688417,0.014480685468932991,0.005644414215632396,0.00020580208338814946,12.711295932767152,12.711295932767152,0.014515826237405008,0.0026494900787348286,0.1068178353687356,0.10684934160543977
2.0,85.30387911736644,P,11.719789856057028,0.005618906752850449,11.719789856057028,0.026283322734124318,0.005618906752850449,0.00028573199917077027,11.722460467880957,11.722460467880957,0.026339585247363552,0.0026706118239285814,0.10681778398021935,0.10684934160539679
2.0,86.30453834126259,P,10.738691432020016,0.005579821170189763,10.738691432020016,0.045844122593059096,0.005579821170189763,0.0003883419602346262,10.741368836468036,10.741368836468036,0.04590717773059571,0.0026774044480202264,0.10682619084671847,0.10684934160543466
2.0,87.30519756515875,P,9.769229826184361,0.0055224001660597434,9.769229826184361,0.07704174065367872,0.0055224001660597434,0.0005173436829229146,9.771799096588188,9.771799096588188,0.07699666174690553,0.0025692704038267067,0.10686065795710893,0.10684934160543798
2.0,88.3058567890549,P,8.81613139112601,0.005442074133228426,8.81613139112601,0.12460252949098452,0.005442074133228426,0.0006757432315823508,8.81864707687337,8.81864707687337,0.12450386592824089,0.0025156857473600525,0.10686702087480042,0.10684934160543787
2.0,89.30651601295105,P,7.88534192404719,0.005334184337934936,7.88534192404719,0.19447228630870195,0.005334184337934936,0.0008656442481259166,7.8879304086578115,7.8879304086578115,0.19444642160883172,0.0025884846106212223,0.10685278928590429,0.1068493416054367
2.0,90.3071752368472,P,6.983924019054948,0.0051945507271106165,6.983924019054948,0.29371360521256984,0.0051945507271106165,0.0010880800354760877,6.986655873371959,6.986655873371959,0.2938311102191315,0.002731854317010729,0.10683721821046784,0.1068493416054311
2.0,91.30783446074335,P,6.119545621229342,0.005020407162333769,6.119545621229342,0.429994431283228,0.005020407162333769,0.0013426064614581192,6.122533520694351,6.122533520694351,0.4303679814376773,0.002987899465009214,0.10681834208715894,0.10684934160543785
2.0,92.3084936846395,P,5.300353066851526,0.004810440500618048,5.300353066851526,0.6114611008014206,0.004810440500618048,0.001627133305358344,5.303546683438845,5.303546683438845,0.6120403680783207,0.0031936165873185374,0.10680921228005175,0.10684934160516171
2.0,93.30915290853565,P,4.534266100282596,0.004565394904920326,4.534266100282596,0.8460333581285309,0.004565394904920326,0.0019377067543480619,4.537415433900918,4.537415433900918,0.8465683424365433,0.0031493336183219256,0.10681726811279668,0.10684934160543341
2.0,94.3098121324318,P,3.8279656081774682,0.004288572721391331,3.8279656081774682,1.1403920899197544,0.004288572721391331,0.002268743795458756,3.8310153953350605,3.8310153953350605,1.140827527766829,0.0030497871575922986,0.10682594563306454,0.1068493416054372
2.0,95.31047135632795,P,3.1869294395178462,0.003985015456667943,3.1869294395178462,1.5000151451562733,0.003985015456667943,0.0026131559319271234,3.1898277500529217,3.1898277500529217,1.5002991063808453,0.002898310535075499,0.10683519684959042,0.10684934160543809
2.0,96.3111305802241,P,2.6145666050935565,0.0036615926084962187,2.6145666050935565,1.928311534628007,0.0036615926084962187,0.0029629644155115984,2.6174957807886234,2.6174957807886234,1.9286263610126952,0.002929175695066899,0.10683431769081975,0.10684934160543816
2.0,97.31178980412025,C,2.1128606795961926,0.003325705655779281,2.1128606795961926,2.4272648330269093,0.003325705655779281,0.003309464203130658,2.115548022651467,2.115548022651467,2.4273378267716885,0.002687343055274294,0.10672251123736676,0.10684934160543576
2.0,98.3124490280164,C,1.6812621043343268,0.0029854248155334762,1.6812621043343268,2.9963254816611826,0.0029854248155334762,0.0036444256273908907,1.6833215296303912,1.6833215296303912,2.995770557646766,0.002059425296064399,0.1067502051800585,0.10684934160559191
2.0,99.31310825191255,C,1.316574840777739,0.0026489684978233926,1.316574840777739,3.632297442000711,0.0026489684978233926,0.003960858493725063,1.3180869922879679,1.3180869922879679,3.6311952442004847,0.0015121515102289873,0.10677284223643027,0.10684934160567774
2.0,100.31376747580872,C,1.0143892301940034,0.002323553705756288,1.0143892301940034,4.33077105531318,0.002323553705756288,0.004252615769534597,1.0153474556821855,1.0153474556821855,4.32911493149088,0.0009582254881821406,0.10679689785596451,0.10684934160551857
2.0,101.31442669970487,C,0.7686514226820379,0.0020153627641419656,0.7686514226820379,5.085692471697498,0.0020153627641419656,0.004515515710332741,0.7692600946412547,0.7692600946412547,5.083686794346097,0.0006086719592167666,0.10681227475250334,0.10684934160543635
2.0,102.31508592360102,C,0.5727902965609294,0.0017291181216054715,0.5727902965609294,5.890490569472347,0.0017291181216054715,0.004746781922543352,0.5731193800994316,0.5731193800994316,5.888205303700427,0.0003290835385022506,0.1068264261299351,0.10684934160531541
2.0,103.31574514749717,C,0.41994089205363755,0.001467910513086162,0.41994089205363755,6.73830038886119,0.001467910513086162,0.004945268834021977,0.4198405341471657,0.4198405341471657,6.735585681644318,0.0001003579064718374,0.10685754593228128,0.10684934160538287
2.0,104.31640437139332,C,0.3028605118294231,0.0012334747014716813,0.3028605118294231,7.621879232533171,0.0012334747014716813,0.005111910560654663,0.302392357453181,0.302392357453181,7.618796728846482,0.00046815437624209144,0.10689543597441986,0.10684934160567393
2.0,105.31706359528947,C,0.2146577064562009,0.001026430058341617,0.2146577064562009,8.534335651056075,0.001026430058341617,0.005249032516989939,0.2141446475581139,0.2141446475581139,8.531208242847553,0.0005130588980869766,0.10691172270208406,0.10684934160543588
2.0,106.31772281918562,C,0.14971002341802436,0.0008461796695228133,0.14971002341802436,9.470047191914531,0.0008461796695228133,0.005358944082985696,0.14911340869644024,0.14911340869644024,9.466836227882032,0.0005966147215841211,0.10694109689673004,0.10684934160541806
2.0,107.31838204308177,C,0.1026739261140272,0.0006913310071149549,0.1026739261140272,10.423670318506753,0.0006913310071149549,0.005445310598380708,0.10210336585261619,0.10210336585261619,10.42048540893436,0.0005705602614110156,0.10696297057793731,0.10684934160541402
2.0,108.31904126697793,C,0.06926797568246872,0.0005599983183718586,0.06926797568246872,11.390923591970957,0.0005599983183718586,0.005511639900755419,0.06875962114075092,0.06875962114075092,11.387800888118656,0.0005083545417177981,0.10698345887468483,0.10684934160543644
2.0,109.31970049087408,C,0.045949918349891386,0.00044990387098730244,0.045949918349891386,12.368264758534343,0.00044990387098730244,0.005561543885075113,0.045547680922919456,0.045547680922919456,12.365248171796976,0.00040223742697192977,0.10699309151326275,0.10684934160545918
2.0,110.32035971477023,C,0.029991754954336876,0.00035871916599143947,0.029991754954336876,13.352965819035012,0.00035871916599143947,0.0055982308391520335,0.02968376159414948,0.02968376159414948,13.350043476364359,0.00030799336018739673,0.10700168337923815,0.10684934160537661
2.0,111.32101893866638,C,0.019309758757381994,0.00028387452646528677,0.019309758757381994,14.342943046734508,0.00028387452646528677,0.0056245287523552095,0.01903624794622324,0.01903624794622324,14.340055186612586,0.0002735108111587524,0.10704038774914401,0.10684934160526671
2.0,112.32167816256253,C,0.012230075178602655,0.00022302914402776034,0.012230075178602655,15.336522587051524,0.00022302914402776034,0.005643133039749883,0.012015759035338537,0.012015759035338537,15.333693921597852,0.00021431614326411844,0.10706511920143176,0.10684934160542701
2.0,113.32233738645868,C,0.007615527003701512,0.00017411746518586625,0.007615527003701512,16.33256726277329,0.00017411746518586625,0.00565603634822657,0.007466766988633686,0.007466766988633686,16.329804153447288,0.00014876001506782584,0.10706964772709371,0.10684934160542447
2.0,114.32299661035483,C,0.00469794317540494,0.00013512719647452417,0.00469794317540494,17.330308902841224,0.00013512719647452417,0.0056646918179220265,0.004569143331916172,0.004569143331916172,17.32756575368673,0.00012879984348876817,0.10713471348555327,0.10684934160556964
4.0,82.30190144567798,P,14.709487323187833,0.0066217202749184224,14.709487323187833,0.016973721193666583,0.0066217202749184224,0.00023818037836842755,14.714901608877058,14.714901608877058,0.016803054554999062,0.005414285689225196,0.12530814563526266,0.1251539759582309
4.0,83.30256066957413,P,13.720526177945263,0.006596628412377843,13.720526177945263,0.02867179984752522,0.006596628412377843,0.00031775415997042754,13.725808099618702,13.725808099618702,0.028368769192795604,0.005281921673438106,0.12533507670772764,0.1251539759582332
4.0,84.30321989347028,P,12.738086847376303,0.006560085194690547,12.738086847376303,0.04689169317539141,0.006560085194690547,0.0004170364352542231,12.743177070365174,12.743177070365174,0.04639696383541276,0.005090222988870963,0.12535668510917358,0.12515397595860284
4.0,85.30387911736644,P,11.764813288373741,0.006508878005922103,11.764813288373741,0.0742773580684052,0.006508878005922103,0.0005385593027178964,11.769733503513077,11.769733503513077,0.07361262087947985,0.004920215139335937,0.12534731771092186,0.12515397595822944
4.0,86.30453834126259,P,10.804071264118512,0.0064394898418421945,10.804071264118512,0.11419455770982766,0.0064394898418421945,0.0006846130987988475,10.808918173233552,10.808918173233552,0.11345651449609852,0.004846909115039821,0.12531151953803799,0.1251539759581953
4.0,87.30519756515875,P,9.860237969301787,0.006347908582554301,9.860237969301787,0.17102048678956647,0.006347908582554301,0.0008571505847314674,9.864903484700513,9.864903484700513,0.1701010498592238,0.004665515398725617,0.12530263524801236,0.12515397595822936
4.0,88.3058567890549,P,8.938241949665498,0.006230676019397722,8.938241949665498,0.24968369104871999,0.006230676019397722,0.0010575748954994397,8.942546405215626,8.942546405215626,0.24840319427049024,0.004304455550128594,0.12531568960680348,0.1251539759582154
4.0,89.30651601295105,P,8.043514863845898,0.006085014769855963,8.043514863845898,0.3556158291253563,0.006085014769855963,0.0012864860588949788,8.047268989038617,8.047268989038617,0.3537850019896292,0.0037541251927191155,0.1253400562612806,0.12515397595817768
4.0,90.3071752368472,P,7.181575527221798,0.005909426806335676,7.181575527221798,0.49433571639755275,0.005909426806335676,0.001543278464415005,7.184865597495685,7.184865597495685,0.4920408343428506,0.003290070273886947,0.12534723330715647,0.12515397595822886
4.0,91.30783446074335,P,6.3585517560341165,0.005702904657053953,6.3585517560341165,0.6719711691058081,0.005702904657053953,0.001826089339783412,6.361246072848109,6.361246072848109,0.6690805335914182,0.002694316813992792,0.12536139976540578,0.1251539759582287
4.0,92.3084936846395,P,5.580280068968947,0.0054658933066276515,5.580280068968947,0.8943587059371152,0.0054658933066276515,0.002132068366929728,5.582134081693611,5.582134081693611,0.8906277663330716,0.0018540127246637894,0.12538837439197506,0.12515397595822705
4.0,93.30915290853565,P,4.851758757717782,0.0052005450213668675,4.851758757717782,1.1664966185819368,0.0052005450213668675,0.002457327624952516,4.8527477222948905,4.8527477222948905,1.1619006308305089,0.0009889645771083977,0.12541352151486335,0.12515397595825856
4.0,94.3098121324318,P,4.177074374923206,0.004910377555584696,4.177074374923206,1.4924714596835258,0.004910377555584696,0.0027969823880150423,4.177493723201747,4.177493723201747,1.487305855633502,0.000419348278540177,0.12542295520756605,0.12515397595822753
4.0,95.31047135632795,P,3.5596966307585673,0.00459958785736308,3.5596966307585673,1.8757529394149972,0.00459958785736308,0.0031452845047075934,3.5597062612688983,3.5597062612688983,1.8701776175968152,9.63051033098239e-06,0.1254283450160969,0.12515397595822864
4.0,96.3111305802241,P,3.0016964828333523,0.004273381401918053,3.0016964828333523,2.3184120153858983,0.004273381401918053,0.0034961576559551124,3.0014565908905197,3.0014565908905197,2.31258717111459,0.00023989194283258186,0.12543142758957768,0.12515397595822597
4.0,97.31178980412025,C,2.503890429665196,0.003937421171083712,2.503890429665196,2.821265186113915,0.003937421171083712,0.0038433945750771335,2.5034511648408704,2.5034511648408704,2.8152409689610938,0.00043926482432565805,0.12517470208319387,0.12515397595822647
4.0,98.3124490280164,C,2.0656988989885647,0.003597618539628026,2.0656988989885647,3.3837328793335852,0.003597618539628026,0.004181009395132459,2.065025251582539,2.065025251582539,3.3774742795989106,0.0006736474060256015,0.12518617712997446,0.12515397595823383
4.0,99.31310825191255,C,1.6850998558514867,0.003259834608400525,1.6850998558514867,4.003793060092677,0.003259834608400525,0.004503680925649593,1.6842280237372291,1.6842280237372291,3.9973362756497357,0.0008718321142575647,0.12519712628782606,0.12515397595822741
4.0,100.31376747580872,C,1.3588568281540305,0.0029295771286177346,1.3588568281540305,4.678209256291205,0.0029295771286177346,0.0048069523833071314,1.3579854296881038,1.3579854296881038,4.67175290549679,0.0008713984659267648,0.12519958609739382,0.12515397595822997
4.0,101.31442669970487,C,1.0830695396827166,0.002611590279532736,1.0830695396827166,5.403081191716106,0.002611590279532736,0.005087142464527009,1.082320174995059,1.082320174995059,5.39674687469989,0.0007493646876575166,0.12519631497580122,0.1251539759582277
4.0,102.31508592360102,C,0.853309464836148,0.0023097379890055776,0.853309464836148,6.173980340765705,0.0023097379890055776,0.005341509845474174,0.8526045343459595,0.8526045343459595,6.167690457946932,0.0007049304901884934,0.12519783269766702,0.12515397595823016
4.0,103.31574514749717,C,0.6644323260626422,0.0020271221227041326,0.6644323260626422,6.985762425888313,0.0020271221227041326,0.005568742508439608,0.6638215397842988,0.6638215397842988,6.979566687281422,0.0006107862783434337,0.12519663508024437,0.12515397595796424
4.0,104.31640437139332,C,0.511331936650927,0.001765839132283118,0.511331936650927,7.833321260372641,0.001765839132283118,0.005768380080381035,0.5108128436498736,0.5108128436498736,7.827217215043159,0.0005190930010534611,0.12519544679459219,0.12515397595822816
4.0,105.31706359528947,C,0.38879749126273655,0.001527254614323997,0.38879749126273655,8.71144603888106,0.001527254614323997,0.005941108406968776,0.3884963636286229,0.3884963636286229,8.70555995891805,0.0003011276341136626,0.1251820018224355,0.1251539759585952
4.0,106.31772281918562,C,0.2921600732402384,0.0013117964060670464,0.2921600732402384,9.615467844754285,0.0013117964060670464,0.006088015461187793,0.29204266356890585,0.29204266356890585,9.609765482754481,0.00011740967133255786,0.12516693340037832,0.1251539759582307
4.0,107.31838204308177,C,0.2169499913213379,0.0011193325751506407,0.2169499913213379,10.540916986731556,0.0011193325751506407,0.006211010028941159,0.21700494230661388,0.21700494230661388,10.535386985388355,5.495098527596998e-05,0.12514665964833013,0.12515397595822286
4.0,108.31904126697793,C,0.15928768803519197,0.0009490630859947864,0.15928768803519197,11.483913907341936,0.0009490630859947864,0.006312213769611684,0.15940272885586043,0.15940272885586043,11.478443995833755,0.00011504082066846055,0.12513518706083088,0.12515397595822653
4.0,109.31970049087408,C,0.11562587981026091,0.0007998165257434066,0.11562587981026091,12.440911323013134,0.0007998165257434066,0.0063942604950164945,0.11576342679185841,0.11576342679185841,12.435463917665903,0.0001375469815975,0.1251259683797039,0.12515397595835656
4.0,110.32035971477023,C,0.08305087816740381,0.0006700431288535637,0.08305087816740381,13.408995545266482,0.0006700431288535637,0.00645964716777743,0.0831285081512775,0.0831285081512775,13.403488222921471,7.762998387368658e-05,0.1251339599732533,0.12515397595823033
4.0,111.32101893866638,C,0.05902692477615061,0.0005580761752274452,0.05902692477615061,14.385630815771185,0.0005580761752274452,0.006511031366308396,0.05903246371308808,0.05903246371308808,14.380051402379442,5.538936937471428e-06,0.12515214002594277,0.12515397595820893
4.0,112.32167816256253,C,0.041515738615282426,0.00046210881657973046,0.041515738615282426,15.368778853505761,0.00046210881657973046,0.006550848877726493,0.04146277824802365,0.04146277824802365,15.363140940810535,5.2960367258776675e-05,0.12517687600206082,0.12515397595830377
4.0,113.32233738645868,C,0.028872543604971223,0.0003803921513176419,0.028872543604971223,16.356794882391434,0.0003803921513176419,0.006581339953569208,0.028808513903277412,0.028808513903277412,16.35114590036192,6.402970169381086e-05,0.125190623802334,0.1251539759582441
4.0,114.32299661035483,C,0.019833169964863947,0.00031131736156833324,0.019833169964863947,17.348414732648422,0.00031131736156833324,0.006604407010543522,0.01980387163848684,0.01980387163848684,17.342800481993283,2.9298326377106415e-05,0.12517649979911824,0.12515397595823333
8.0,82.30190144567798,P,14.871271589320001,0.00927964445946359,14.871271589320001,0.17742561048886896,0.00927964445946359,0.0009948385681155868,14.875253244968379,14.875253244968379,0.177154690646281,0.003981655648377824,0.18060041260089443,0.18054518242228132
8.0,83.30256066957413,P,13.931486697533359,0.009184819505938852,13.931486697533359,0.2382999425995748,0.009184819505938852,0.00117385615464602,13.93520497542019,13.93520497542019,0.2377656449942558,0.0037182778868309896,0.1806342002310701,0.18054518242228468
8.0,84.30321989347028,P,13.007677762841093,0.009071576095043452,13.007677762841093,0.31515023180331303,0.009071576095043452,0.0013734456150367397,13.011153251475461,13.011153251475461,0.31437314494567653,0.0034754886343684177,0.18065282915135897,0.1805451824222833
8.0,85.30387911736644,P,12.102414017227703,0.008938758747445664,12.102414017227703,0.4105457100854107,0.008938758747445664,0.0015937355595080605,12.105879090750712,12.105879090750712,0.409758208117082,0.0034650735230083995,0.18063741129810068,0.18054518242228362
8.0,86.30453834126259,P,11.218590808190061,0.008785244400163704,11.218590808190061,0.5273817249438186,0.008785244400163704,0.0018344232558443702,11.22229357713866,11.22229357713866,0.5268319184011814,0.003702768948597779,0.1806004992601368,0.180545182422286
8.0,87.30519756515875,P,10.359615171011255,0.008609742367204671,10.359615171011255,0.6690653116613563,0.008609742367204671,0.002094851648761759,10.363370742839525,10.363370742839525,0.6685683079982089,0.0037555718282700212,0.1805888014583005,0.18054518242202253
8.0,88.3058567890549,P,9.528513817247722,0.008411915878782766,9.528513817247722,0.8386231817941376,0.008411915878782766,0.0023741502364408745,9.532071956019193,9.532071956019193,0.8379287450740245,0.003558138771470709,0.18059914139945318,0.18054518242228434
8.0,89.30651601295105,P,8.72765725961938,0.00819255782847797,8.72765725961938,1.0384258480619228,0.00819255782847797,0.0026710536398609768,8.731265397296964,8.731265397296964,1.037781410247945,0.0036081376775829455,0.18059016177206755,0.18054518242229628
8.0,90.3071752368472,P,7.959881942330357,0.007952197696559683,7.959881942330357,1.2713097546689298,0.007952197696559683,0.0029836520685058163,7.963644663668454,7.963644663668454,1.2708199005155894,0.0037627213380968527,0.18057632552534017,0.18054518242228418
8.0,91.30783446074335,P,7.227615597662634,0.0076920326841704014,7.227615597662634,1.5397026338971962,0.0076920326841704014,0.0033097511406398705,7.23165068235173,7.23165068235173,1.5394851430950176,0.004035084689095747,0.1805579487056123,0.18054518242228362
8.0,92.3084936846395,P,6.533125642907334,0.007413548250266405,6.533125642907334,1.8458719030383282,0.007413548250266405,0.0036468138592876303,6.53740094021132,6.53740094021132,1.8458946248507417,0.004275297303986569,0.1805439348361615,0.1805451824222835
8.0,93.30915290853565,P,5.878422295996168,0.007118538413942902,5.878422295996168,2.1918277800235564,0.007118538413942902,0.003991992701206848,5.882629560344418,5.882629560344418,2.191782468880007,0.004207264348250028,0.18054753928006642,0.1805451824220011
8.0,94.3098121324318,P,5.264573003742825,0.006809572821217114,5.264573003742825,2.5786377116657087,0.006809572821217114,0.004342515066583408,5.2686410378015,5.2686410378015,2.5784531702332303,0.004068034058675174,0.18055438807824342,0.18054518242228385
8.0,95.31047135632795,P,4.692498588350717,0.006489205224461156,4.692498588350717,3.007222520170272,0.006489205224461156,0.0046953180615901605,4.696279553619707,4.696279553619707,3.00675090994759,0.0037809652689899664,0.1805680143394212,0.18054518242228437
